GrÃ¨ce : le FMI dÃ©bloque une nouvelle part d'aide de 1,7 milliard d'euros	"Ce versement porte Ã  6,6 milliards d'euros le montant total accordÃ© Ã  AthÃ¨nes par le FMI depuis l'annonce du renflouement du pays il y a un an.<img width=\""1\"" height=\""1\"" src=\""http://rss.lemonde.fr/c/205/f/3052/s/2cafd523/mf.gif\"" border=\""0\"" /><br/><br/><a href=\""http://da.feedsportal.com/r/165665070166/u/197/f/3052/c/205/s/2cafd523/a2.htm\""><img src=\""http://da.feedsportal.com/r/165665070166/u/197/f/3052/c/205/s/2cafd523/a2.img\"" border=\""0\"" /></a><img width=\""1\"" height=\""1\"" src=\""http://pi.feedsportal.com/r/165665070166/u/197/f/3052/c/205/s/2cafd523/a2t.img\"" border=\""0\"" />"	http://www.lemonde.fr/economie/article/2013/05/31/grece-le-fmi-debloque-une-nouvelle-part-d-aide-de-1-7-milliard-d-euros_3422080_3234.html	http://www.lemonde.fr/tiny/3422080/	2013-06-01 01:10:40	2013-06-01 01:54:00	International	null
Premier dÃ©bat prÃ©sidentiel houleux en Iran	"Le dÃ©bat tÃ©lÃ©visÃ©, le premier d'une sÃ©rie de trois Ã©tait attendu comme l'un des rares moments de libertÃ© dans une campagne trÃ¨s codifiÃ©e.<img width=\""1\"" height=\""1\"" src=\""http://rss.lemonde.fr/c/205/f/3052/s/2cb08683/mf.gif\"" border=\""0\"" /><br/><br/><a href=\""http://da.feedsportal.com/r/165664543956/u/197/f/3052/c/205/s/2cb08683/a2.htm\""><img src=\""http://da.feedsportal.com/r/165664543956/u/197/f/3052/c/205/s/2cb08683/a2.img\"" border=\""0\"" /></a><img width=\""1\"" height=\""1\"" src=\""http://pi.feedsportal.com/r/165664543956/u/197/f/3052/c/205/s/2cb08683/a2t.img\"" border=\""0\"" />"	http://www.lemonde.fr/proche-orient/article/2013/06/01/premier-debat-presidentiel-houleux-en-iran_3422092_3218.html	http://www.lemonde.fr/tiny/3422092/	2013-06-01 04:10:41	2013-06-01 04:53:00	International	null
Etats-Unis : nouvelle alerte aux ouragans Ã  Moore	"Des tornades se sont formÃ©es autour de l'agglomÃ©ration d'Oklahoma City, provoquant notamment l'Ã©vacuation de l'aÃ©roport de la ville et des coupures de courant dans l'agglomÃ©ration.<img width=\""1\"" height=\""1\"" src=\""http://rss.lemonde.fr/c/205/f/3052/s/2cb0ad4a/mf.gif\"" border=\""0\"" /><br/><br/><a href=\""http://da.feedsportal.com/r/165664637022/u/197/f/3052/c/205/s/2cb0ad4a/a2.htm\""><img src=\""http://da.feedsportal.com/r/165664637022/u/197/f/3052/c/205/s/2cb0ad4a/a2.img\"" border=\""0\"" /></a><img width=\""1\"" height=\""1\"" src=\""http://pi.feedsportal.com/r/165664637022/u/197/f/3052/c/205/s/2cb0ad4a/a2t.img\"" border=\""0\"" />"	http://www.lemonde.fr/ameriques/article/2013/06/01/etats-unis-nouvelle-alerte-aux-ouragans-a-moore_3422094_3222.html	http://www.lemonde.fr/tiny/3422094/	2013-06-01 05:10:39	2013-06-01 05:31:00	International	null
Le Japon investit en Afrique pour tenter de rattraper la Chine	"Le Japon a annoncÃ© samedi une aide publique de 10,6 milliards d'euros sur cinq ans pour l'Afrique, Ã  l'ouverture d'une confÃ©rence dÃ©diÃ©e Ã  ce continent oÃ¹ la Chine, avide de matiÃ¨res premiÃ¨res, accroÃ®t considÃ©rablement sa prÃ©sence.<img width=\""1\"" height=\""1\"" src=\""http://rss.lemonde.fr/c/205/f/3052/s/2cb17330/mf.gif\"" border=\""0\"" /><br/><br/><a href=\""http://da.feedsportal.com/r/165665622224/u/197/f/3052/c/205/s/2cb17330/a2.htm\""><img src=\""http://da.feedsportal.com/r/165665622224/u/197/f/3052/c/205/s/2cb17330/a2.img\"" border=\""0\"" /></a><img width=\""1\"" height=\""1\"" src=\""http://pi.feedsportal.com/r/165665622224/u/197/f/3052/c/205/s/2cb17330/a2t.img\"" border=\""0\"" />"	http://www.lemonde.fr/japon/article/2013/06/01/le-japon-investit-en-afrique-pour-tenter-de-rattraper-la-chine_3422097_1492975.html	http://www.lemonde.fr/tiny/3422097/	2013-06-01 06:10:41	2013-06-01 07:48:00	International	null
Le chef du Pentagone met la pression sur PÃ©kin, accusÃ© de cyber-espionnage	"DÃ©but mai, un rapport du Pentagone au CongrÃ¨s a dÃ©noncÃ© une vaste campagne d'espionnage informatique menÃ©e par PÃ©kin pour tenter de collecter des renseignements sur les programmes de dÃ©fense amÃ©ricains.<img width=\""1\"" height=\""1\"" src=\""http://rss.lemonde.fr/c/205/f/3052/s/2cb11679/mf.gif\"" border=\""0\"" /><br/><br/><a href=\""http://da.feedsportal.com/r/165664637845/u/197/f/3052/c/205/s/2cb11679/a2.htm\""><img src=\""http://da.feedsportal.com/r/165664637845/u/197/f/3052/c/205/s/2cb11679/a2.img\"" border=\""0\"" /></a><img width=\""1\"" height=\""1\"" src=\""http://pi.feedsportal.com/r/165664637845/u/197/f/3052/c/205/s/2cb11679/a2t.img\"" border=\""0\"" />"	http://www.lemonde.fr/technologies/article/2013/06/01/le-chef-du-pentagone-met-la-pression-sur-pekin-accuse-de-cyber-espionnage_3422095_651865.html	http://www.lemonde.fr/tiny/3422095/	2013-06-01 06:10:41	2013-06-01 06:17:00	International	null
Nuit blanche pour des milliers de Stambouliotes en colÃ¨re contre le gouvernement	"Dans plusieurs quartiers du centre d'Istanbul, de nombreux groupes de manifestants ont dÃ©ambulÃ© jusqu'Ã  l'aube armÃ©s de casseroles pour battre la chamade contre le gouvernement.<img width=\""1\"" height=\""1\"" src=\""http://rss.lemonde.fr/c/205/f/3052/s/2cb12288/mf.gif\"" border=\""0\"" /><br/><br/><a href=\""http://da.feedsportal.com/r/165664639030/u/197/f/3052/c/205/s/2cb12288/a2.htm\""><img src=\""http://da.feedsportal.com/r/165664639030/u/197/f/3052/c/205/s/2cb12288/a2.img\"" border=\""0\"" /></a><img width=\""1\"" height=\""1\"" src=\""http://pi.feedsportal.com/r/165664639030/u/197/f/3052/c/205/s/2cb12288/a2t.img\"" border=\""0\"" />"	http://www.lemonde.fr/europe/article/2013/06/01/nuit-blanche-pour-des-milliers-de-stambouliotes-en-colere-contre-le-gouvernement_3422104_3214.html	http://www.lemonde.fr/tiny/3422104/	2013-06-01 07:10:40	2013-06-01 08:25:00	International	null
PÃ©kin prÃ©sente un plan pour amÃ©liorer la qualitÃ© de son lait pour bÃ©bÃ©s	"AprÃ¨s le retentissant scandale du lait frelatÃ© Ã  la mÃ©lamine en 2008, la Chine souhaite restaurer la confiance dans son industrie laitiÃ¨re.<img width=\""1\"" height=\""1\"" src=\""http://rss.lemonde.fr/c/205/f/3052/s/2cb1f6e2/mf.gif\"" border=\""0\"" /><br/><br/><a href=\""http://da.feedsportal.com/r/165664640834/u/197/f/3052/c/205/s/2cb1f6e2/a2.htm\""><img src=\""http://da.feedsportal.com/r/165664640834/u/197/f/3052/c/205/s/2cb1f6e2/a2.img\"" border=\""0\"" /></a><img width=\""1\"" height=\""1\"" src=\""http://pi.feedsportal.com/r/165664640834/u/197/f/3052/c/205/s/2cb1f6e2/a2t.img\"" border=\""0\"" />"	http://www.lemonde.fr/asie-pacifique/article/2013/06/01/pekin-presente-un-plan-pour-ameliorer-la-qualite-de-son-lait-pour-bebes_3422132_3216.html	http://www.lemonde.fr/tiny/3422132/	2013-06-01 09:10:40	2013-06-01 10:35:00	International	null
Les violences en Irak ont fait plus de 1 000 morts en mai	"Avec 1 045 morts, le mois de mai a Ã©tÃ© marquÃ© par le plus fort pic de violences depuis la guerre civile de 2006-2007, selon l'ONU.<img width=\""1\"" height=\""1\"" src=\""http://rss.lemonde.fr/c/205/f/3052/s/2cb29dcf/mf.gif\"" border=\""0\"" /><br/><br/><a href=\""http://da.feedsportal.com/r/165664641953/u/197/f/3052/c/205/s/2cb29dcf/a2.htm\""><img src=\""http://da.feedsportal.com/r/165664641953/u/197/f/3052/c/205/s/2cb29dcf/a2.img\"" border=\""0\"" /></a><img width=\""1\"" height=\""1\"" src=\""http://pi.feedsportal.com/r/165664641953/u/197/f/3052/c/205/s/2cb29dcf/a2t.img\"" border=\""0\"" />"	http://www.lemonde.fr/proche-orient/article/2013/06/01/les-violences-en-irak-ont-fait-plus-de-1-000-morts-en-mai_3422196_3218.html	http://www.lemonde.fr/tiny/3422196/	2013-06-01 10:10:39	2013-06-01 11:56:00	International	null
Une solution diplomatique au conflit syrien &quot;dÃ©pend de la Russie&quot;	"Une issue politique au conflit n'est possible que si la Russie fait de la confÃ©rence GenÃ¨ve-2 une occasion de parvenir Ã  un rÃ©el compromis entre le rÃ©gime syrien et l'opposition, estime l'expert Peter Harling.<img width=\""1\"" height=\""1\"" src=\""http://rss.lemonde.fr/c/205/f/3052/s/2cb2cd0a/mf.gif\"" border=\""0\"" /><br/><br/><a href=\""http://da.feedsportal.com/r/165664735994/u/197/f/3052/c/205/s/2cb2cd0a/a2.htm\""><img src=\""http://da.feedsportal.com/r/165664735994/u/197/f/3052/c/205/s/2cb2cd0a/a2.img\"" border=\""0\"" /></a><img width=\""1\"" height=\""1\"" src=\""http://pi.feedsportal.com/r/165664735994/u/197/f/3052/c/205/s/2cb2cd0a/a2t.img\"" border=\""0\"" />"	http://www.lemonde.fr/proche-orient/article/2013/06/01/une-solution-diplomatique-au-conflit-syrien-depend-de-la-russie_3421952_3218.html	http://www.lemonde.fr/tiny/3421952/	2013-06-01 11:10:40	2013-06-01 13:03:00	International	null
Iran : le dÃ©bat prÃ©sidentiel se transformÃ© en questions pour un champion	"\""C'Ã©tait une tragÃ©die comique. Je ne sais pas si je dois rire ou pleurer\"",Â c'est par cette phrase qu'une utilisatrice de Facebook a dÃ©crit le dÃ©bat tÃ©lÃ©visÃ© sur l'Ã©conomie entre les huit candidats Ã  la prÃ©sidence, vendredi.<img width=\""1\"" height=\""1\"" src=\""http://rss.lemonde.fr/c/205/f/3052/s/2cb2e5e1/mf.gif\"" border=\""0\"" /><br/><br/><a href=\""http://da.feedsportal.com/r/165665080419/u/197/f/3052/c/205/s/2cb2e5e1/kg/342-363/a2.htm\""><img src=\""http://da.feedsportal.com/r/165665080419/u/197/f/3052/c/205/s/2cb2e5e1/kg/342-363/a2.img\"" border=\""0\"" /></a><img width=\""1\"" height=\""1\"" src=\""http://pi.feedsportal.com/r/165665080419/u/197/f/3052/c/205/s/2cb2e5e1/kg/342-363/a2t.img\"" border=\""0\"" />"	http://keyhani.blog.lemonde.fr/2013/06/01/iran-le-debat-presidentiel-se-transforme-en-questions-pour-un-champion/	http://www.lemonde.fr/tiny/3422312/	2013-06-01 12:10:40	2013-06-01 13:55:00	International	null
En Allemagne, les conservateurs pour le plafonnement des loyers	"L'OPA de la CDU sur le programme du SPD continue. Comme les sociaux-dÃ©mocrates, la CDU est dÃ©sormais favorable Ã  un plafonnement des loyers.<img width=\""1\"" height=\""1\"" src=\""http://rss.lemonde.fr/c/205/f/3052/s/2cb42fa6/mf.gif\"" border=\""0\"" /><br/><br/><a href=\""http://da.feedsportal.com/r/165664646917/u/197/f/3052/c/205/s/2cb42fa6/a2.htm\""><img src=\""http://da.feedsportal.com/r/165664646917/u/197/f/3052/c/205/s/2cb42fa6/a2.img\"" border=\""0\"" /></a><img width=\""1\"" height=\""1\"" src=\""http://pi.feedsportal.com/r/165664646917/u/197/f/3052/c/205/s/2cb42fa6/a2t.img\"" border=\""0\"" />"	http://allemagne.blog.lemonde.fr/2013/06/01/la-cdu-pour-le-plafonnement-des-loyers/	http://www.lemonde.fr/tiny/3422345/	2013-06-01 15:10:40	2013-06-01 16:44:00	International	null
